Y,pxR,pxG,pxB
8.311143695014662214e+00,2.614127457913110186e-01,2.872821916471442472e-01,3.460345891123097761e-01
8.370087976539590358e+00,2.631106841755541659e-01,2.893020525711662017e-01,3.475026608407950635e-01
8.429032258064516725e+00,2.648086225597972021e-01,2.913219134951881006e-01,3.489707325692803508e-01
8.487976539589443092e+00,2.665065609440402938e-01,2.933417744192099441e-01,3.504388042977656381e-01
8.546920821114369460e+00,2.682044993282833856e-01,2.953616353432318431e-01,3.519068760262508699e-01
8.605865102639295827e+00,2.699024377125264218e-01,2.973814962672537421e-01,3.533749477547361573e-01
8.664809384164222195e+00,2.716003760967695135e-01,2.994013571912755856e-01,3.548430194832213891e-01
8.723753665689150338e+00,2.732983144810126053e-01,3.014212181152975401e-01,3.563110912117067874e-01
8.782697947214076706e+00,2.749962528652556970e-01,3.034410790393194390e-01,3.577791629401920193e-01
8.841642228739003073e+00,2.766941912494987887e-01,3.054609399633413380e-01,3.592472346686773066e-01
8.900586510263929441e+00,2.783921296337418250e-01,3.074808008873631815e-01,3.607153063971625384e-01
8.959530791788855808e+00,2.800900680179849167e-01,3.095006618113850805e-01,3.621833781256478257e-01
9.018475073313782175e+00,2.817880064022280084e-01,3.115205227354069795e-01,3.636514498541331131e-01
9.077419354838710319e+00,2.834859447864711002e-01,3.135403836594288784e-01,3.651195215826184559e-01
9.136363636363636687e+00,2.851838831707141919e-01,3.155602445834507774e-01,3.665875933111036877e-01
9.195307917888563054e+00,2.868818215549572836e-01,3.175801055074726764e-01,3.680556650395889751e-01
9.254252199413489421e+00,2.885797599392003199e-01,3.195999664314945754e-01,3.695237367680742624e-01
9.313196480938415789e+00,2.902776983234434116e-01,3.216198273555164189e-01,3.709918084965595497e-01
9.372140762463343933e+00,2.919756367076865033e-01,3.236396882795383734e-01,3.724598802250448371e-01
9.431085043988270300e+00,2.936735750919295951e-01,3.256595492035602724e-01,3.739279519535301244e-01
9.490029325513196667e+00,2.953715134761726868e-01,3.276794101275821158e-01,3.753960236820154117e-01
9.548973607038123035e+00,2.970694518604157230e-01,3.296992710516040148e-01,3.768640954105006990e-01
9.607917888563049402e+00,2.987673902446588148e-01,3.317191319756259138e-01,3.783321671389859864e-01
9.666862170087975770e+00,3.004653286289019065e-01,3.337389928996478128e-01,3.798002388674712737e-01
