Y,pxR,pxG,pxB
2.056656891495601158e+01,4.057108581340742037e-01,4.669959205017277792e-01,5.134442503146511294e-01
2.059604105571847299e+01,4.059893185304325747e-01,4.673029093362467967e-01,5.138850631066403940e-01
2.062551319648093795e+01,4.062675714393306214e-01,4.676096718276993025e-01,5.143254966597164968e-01
2.065498533724340291e+01,4.065456173115368221e-01,4.679162084577635494e-01,5.147655519497684740e-01
2.068445747800586432e+01,4.068234565961993954e-01,4.682225197064244782e-01,5.152052299485080367e-01
2.071392961876832928e+01,4.071010897408529616e-01,4.685286060519825990e-01,5.156445316234949949e-01
2.074340175953079068e+01,4.073785171914278691e-01,4.688344679710614860e-01,5.160834579381615717e-01
2.077287390029325564e+01,4.076557393922582428e-01,4.691401059386166583e-01,5.165220098518373826e-01
2.080234604105571705e+01,4.079327567860889237e-01,4.694455204279430194e-01,5.169601883197731951e-01
2.083181818181818201e+01,4.082095698140841278e-01,4.697507119106836826e-01,5.173979942931663523e-01
2.086129032258064342e+01,4.084861789158351630e-01,4.700556808568373546e-01,5.178354287191834215e-01
2.089076246334310838e+01,4.087625845293685334e-01,4.703604277347668838e-01,5.182724925409851746e-01
2.092023460410557334e+01,4.090387870911530444e-01,4.706649530112065882e-01,5.187091866977495691e-01
2.094970674486803475e+01,4.093147870361083518e-01,4.709692571512708592e-01,5.191455121246955073e-01
2.097917888563049615e+01,4.095905847976117897e-01,4.712733406184612117e-01,5.195814697531062620e-01
2.100865102639296111e+01,4.098661808075070301e-01,4.715772038746747774e-01,5.200170605103525689e-01
2.103812316715542607e+01,4.101415754961099669e-01,4.718808473802116876e-01,5.204522853199152754e-01
2.106759530791788748e+01,4.104167692922186528e-01,4.721842715937827895e-01,5.208871451014088771e-01
2.109706744868035244e+01,4.106917626231185725e-01,4.724874769725172508e-01,5.213216407706030564e-01
2.112653958944281385e+01,4.109665559145909697e-01,4.727904639719704427e-01,5.217557732394462189e-01
2.115601173020527881e+01,4.112411495909205628e-01,4.730932330461311563e-01,5.221895434160873650e-01
2.118548387096774377e+01,4.115155440749025395e-01,4.733957846474291520e-01,5.226229522048977394e-01
2.121495601173020518e+01,4.117897397878492738e-01,4.736981192267429863e-01,5.230560005064935902e-01
2.124442815249266658e+01,4.120637371495989854e-01,4.740002372334067848e-01,5.234886892177574857e-01
2.127390029325513154e+01,4.123375365785214575e-01,4.743021391152183464e-01,5.239210192318600745e-01
2.130337243401759650e+01,4.126111384915264191e-01,4.746038253184458044e-01,5.243529914382816237e-01
2.133284457478005791e+01,4.128845433040690405e-01,4.749052962878352879e-01,5.247846067228327804e-01
2.136231671554252287e+01,4.131577514301594811e-01,4.752065524666181373e-01,5.252158659676766650e-01
2.139178885630498428e+01,4.134307632823673861e-01,4.755075942965179547e-01,5.256467700513494101e-01
2.142126099706744924e+01,4.137035792718302130e-01,4.758084222177578204e-01,5.260773198487805891e-01
2.145073313782991065e+01,4.139761998082599481e-01,4.761090366690673981e-01,5.265075162313146429e-01
2.148020527859237561e+01,4.142486252999503793e-01,4.764094380876900403e-01,5.269373600667308644e-01
2.150967741935483701e+01,4.145208561537825354e-01,4.767096269093896721e-01,5.273668522192639374e-01
2.153914956011730197e+01,4.147928927752336237e-01,4.770096035684578406e-01,5.277959935496245869e-01
2.156862170087976693e+01,4.150647355683818041e-01,4.773093684977208206e-01,5.282247849150186747e-01
2.159809384164222834e+01,4.153363849359145155e-01,4.776089221285459985e-01,5.286532271691682938e-01
2.162756598240468975e+01,4.156078412791332499e-01,4.779082648908494768e-01,5.290813211623307533e-01
2.165703812316715471e+01,4.158791049979628784e-01,4.782073972131022921e-01,5.295090677413186731e-01
2.168651026392961967e+01,4.161501764909555923e-01,4.785063195223371868e-01,5.299364677495191911e-01
2.171598240469208108e+01,4.164210561552990075e-01,4.788050322441557705e-01,5.303635220269132811e-01
2.174545454545454604e+01,4.166917443868221604e-01,4.791035358027349034e-01,5.307902314100955143e-01
2.177492668621700744e+01,4.169622415800022797e-01,4.794018306208331359e-01,5.312165967322924898e-01
2.180439882697947240e+01,4.172325481279708925e-01,4.796999171197979250e-01,5.316426188233823735e-01
2.183387096774193736e+01,4.175026644225206529e-01,4.799977957195716849e-01,5.320682985099129958e-01
2.186334310850439877e+01,4.177725908541110034e-01,4.802954668386982262e-01,5.324936366151211686e-01
2.189281524926686018e+01,4.180423278118754471e-01,4.805929308943298617e-01,5.329186339589510046e-01
2.192228739002932514e+01,4.183118756836265995e-01,4.808901883022334012e-01,5.333432913580722357e-01
2.195175953079179010e+01,4.185812348558641260e-01,4.811872394767965355e-01,5.337676096258987535e-01
2.198123167155425151e+01,4.188504057137792946e-01,4.814840848310341648e-01,5.341915895726060404e-01
2.201070381231671647e+01,4.191193886412619141e-01,4.817807247765953926e-01,5.346152320051503759e-01
2.204017595307917787e+01,4.193881840209064960e-01,4.820771597237688000e-01,5.350385377272856013e-01
2.206964809384164283e+01,4.196567922340185275e-01,4.823733900814894948e-01,5.354615075395814383e-01
2.209912023460410424e+01,4.199252136606193009e-01,4.826694162573450519e-01,5.358841422394410303e-01
2.212859237536656920e+01,4.201934486794542956e-01,4.829652386575817857e-01,5.363064426211183733e-01
2.215806451612903061e+01,4.204614976679965643e-01,4.832608576871105788e-01,5.367284094757356350e-01
2.218753665689149557e+01,4.207293610024546160e-01,4.835562737495134877e-01,5.371500435913010296e-01
2.221700879765396053e+01,4.209970390577768562e-01,4.838514872470495165e-01,5.375713457527248051e-01
