Distance1(cm),Distance2(cm),Image_Win1,Image_Win2,Score
81,150,FG_2_50_1.0_BG_4_5_0.5.png,FG_2_50_1.0_BG_4_5_0.5.png,0.4481836259365082
81,150,FG_2_50_1.0_BG_4_5_1.0.png,FG_2_50_1.0_BG_4_5_1.0.png,0.4387315511703491
81,150,FG_2_5_0.5_BG_2_15_0.5.png,FG_2_5_0.5_BG_2_15_0.5.png,0.27107930183410645
81,150,FG_2_5_0.5_BG_2_15_1.0.png,FG_2_5_0.5_BG_2_15_1.0.png,0.2618551552295685
81,150,FG_2_5_0.5_BG_2_5_0.5.png,FG_2_5_0.5_BG_2_5_0.5.png,0.34881019592285156
81,150,FG_2_5_0.5_BG_2_5_1.0.png,FG_2_5_0.5_BG_2_5_1.0.png,0.31157588958740234
81,150,FG_2_5_0.5_BG_4_15_0.5.png,FG_2_5_0.5_BG_4_15_0.5.png,0.26539555191993713
81,150,FG_2_5_0.5_BG_4_15_1.0.png,FG_2_5_0.5_BG_4_15_1.0.png,0.25576186180114746
81,150,FG_2_5_0.5_BG_4_5_0.5.png,FG_2_5_0.5_BG_4_5_0.5.png,0.31789594888687134
81,150,FG_2_5_0.5_BG_4_5_1.0.png,FG_2_5_0.5_BG_4_5_1.0.png,0.286281019449234
81,150,FG_2_5_1.0_BG_2_15_0.5.png,FG_2_5_1.0_BG_2_15_0.5.png,0.2780487835407257
81,150,FG_2_5_1.0_BG_2_15_1.0.png,FG_2_5_1.0_BG_2_15_1.0.png,0.26679524779319763
81,150,FG_2_5_1.0_BG_2_5_0.5.png,FG_2_5_1.0_BG_2_5_0.5.png,0.35416656732559204
81,150,FG_2_5_1.0_BG_2_5_1.0.png,FG_2_5_1.0_BG_2_5_1.0.png,0.32956188917160034
81,150,FG_2_5_1.0_BG_4_15_0.5.png,FG_2_5_1.0_BG_4_15_0.5.png,0.27418917417526245
81,150,FG_2_5_1.0_BG_4_15_1.0.png,FG_2_5_1.0_BG_4_15_1.0.png,0.26032882928848267
81,150,FG_2_5_1.0_BG_4_5_0.5.png,FG_2_5_1.0_BG_4_5_0.5.png,0.3368090093135834
81,150,FG_2_5_1.0_BG_4_5_1.0.png,FG_2_5_1.0_BG_4_5_1.0.png,0.30486932396888733
81,150,FG_4_50_0.5_BG_2_15_0.5.png,FG_4_50_0.5_BG_2_15_0.5.png,0.3899049162864685
